time,body1_x,body1_y,body1_z,body2_x,body2_y,body2_z,body3_x,body3_y,body3_z
10627200.00000000,-13654864787.60919189,79731698474.25390625,-49000162766.17474365,-81330254481.01766968,-152998259321.94815063,97622325737.87869263,-14993164534.47086716,-16309563770.86927605,93984677719.83970642
10713600.00000000,-13793041399.31264496,79338442335.06991577,-48280993084.43526459,-80984105768.29701233,-152179153594.69180298,97556493413.74751282,-15274592482.56221581,-16593899324.14562416,93194747941.79653931
10800000.00000000,-13931866756.11187744,78939373254.80226135,-47554940576.00429535,-80633432438.71388245,-151349695868.61358643,97488830782.51382446,-15559734116.14629936,-16881320699.88928604,92398044937.49151611
10886400.00000000,-14071353262.88486862,78534385460.26348877,-46821921800.72347260,-80278169597.82293701,-150509726847.59643555,97419272337.60191345,-15848638823.57100296,-17171854977.73298454,91594529913.30239868
10972800.00000000,-14211513919.00494576,78123369455.76467896,-46081851296.85528564,-79918250408.90060425,-149659082005.05120850,97347749336.38095093,-16141357192.34323883,-17465529814.65471268,90784164784.68812561
11059200.00000000,-14352362353.04343605,77706211851.08819580,-45334641527.07323456,-79553606020.87246704,-148797591358.04904175,97274189598.80055237,-16437941037.82326126,-17762373455.81126404,89966912310.04095459
11145600.00000000,-14493912859.88167191,77282795179.81340027,-44580202823.55757141,-79184165493.31727600,-147925079229.48214722,97198517291.07267761,-16738443431.83065224,-18062414745.28464508,89142736238.37423706
11232000.00000000,-14636180440.42087746,76852997707.38493347,-43818443332.29154968,-78809855718.46162415,-147041363997.54312134,97120652693.11866760,-17042918731.01229095,-18365683136.68808365,88311601472.24572754
11318400.00000000,-14779180844.09447670,76416693228.27284241,-43049268956.67274475,-78430601340.08493042,-146146257831.77108765,97040511948.37655640,-17351422604.79698181,-18672208703.56999969,87473474247.46432495
11404800.00000000,-14922930614.40485382,75973750851.53024292,-42272583300.57657623,-78046324669.26191711,-145239566414.86822510,96958006794.42752075,-17664012062.73202515,-18982022149.54463196,86628322331.29315186
11491200.00000000,-15067447137.72561646,75524034774.00865173,-41488287611.03501129,-77656945596.87968445,-144321088649.44381714,96873044272.74911499,-17980745480.96331024,-19295154818.06705475,85776115241.04460144
11577600.00000000,-15212748695.63110924,75067404040.44233704,-40696280720.72235870,-77262381502.87940979,-143390616348.79550171,96785526415.73588562,-18301682627.58172607,-19611638701.75749207,84916824485.16702271
11664000.00000000,-15358854521.03746223,74603712289.56190491,-39896458990.47339630,-76862547162.18881226,-142447933910.78723145,96695349908.94242859,-18626884686.51437759,-19931506451.16522980,84050423829.14927673
11750400.00000000,-15505784858.46395302,74132807485.34272766,-39088716252.09646606,-76457354647.33193970,-141492817973.83306885,96602405726.29856873,-18956414279.58814240,-20254791382.84542084,83176889588.82197571
11836800.00000000,-15653561028.75011635,73654531632.43713379,-38272943751.78670502,-76046713227.72778320,-140525037053.94409180,96506578735.81816101,-19290335486.33459854,-20581527486.60239792,82296200953.91517639
11923200.00000000,-15802205498.59297562,73168720474.77923584,-37449030094.49253082,-75630529265.72042847,-139544351161.74368286,96407747273.06993103,-19628713861.03838348,-20911749431.73041916,81408340345.04568481
12009600.00000000,-15951741955.30018425,72675203176.28833008,-36616861189.64266968,-75208706109.42077637,-138550511398.30432129,96305782679.39727783,-19971616446.45403290,-21245492572.05615997,80513293807.65600586
12096000.00000000,-16102195387.18896484,72173801982.53190613,-35776320198.70195770,-74781143982.48585510,-137543259528.60845947,96200548801.56132507,-20319111783.52797318,-21582792949.55650711,79611051446.81607056
12182400.00000000,-16253592170.09766006,71664331862.14105225,-34927287485.09284210,-74347739871.01698303,-136522327531.38725281,96091901449.13369751,-20671269916.36096954,-21923687296.28914261,78701607907.23229980
12268800.00000000,-16405960160.51665878,71146600126.70129395,-34069640567.09642029,-73908387407.82452393,-135487437124.04542542,95979687805.57833862,-21028162391.52968597,-22268213034.33127594,77784962903.29212952
12355200.00000000,-16559328795.88864136,70620406027.77000427,-33203254074.43332291,-73462976754.38702393,-134438299261.34016418,95863745788.53085327,-21389862250.75221252,-22616408273.37242889,76861121804.51075745
